label,cityLabel,countryLabel
我的家鄉,Mawtini,Iraq
我們的祖國,Mer Hayrenik,Armenia
祖國，祖國，祖國,"Bilady, Bilady, Bilady",Egypt
啊，五月清亮的早晨,"Oj, svijetla majska zoro",Montenegro
祖国进行曲,Argentine National Anthem,Argentina
我们的语言,Limba noastră,Moldova
馬賽曲,La Marseillaise,France
我的土地，我的欢愉,"Mu isamaa, mu õnn ja rõõm",Estonia
乌克兰国歌,Shche ne vmerla Ukraina,Ukraine
为了非洲也为了你，马里,Pour l'Afrique et pour toi,Mali
赞美歌,Lofsöngur,Iceland
东方红,The East Is Red,People's Republic of China
葡萄牙人,A Portuguesa,Portugal
收割者,Els Segadors,Spain
爱沙尼亚苏维埃社会主义共和国国歌,Anthem of the Estonian Soviet Socialist Republic,Estonian Soviet Socialist Republic
便士巷,Penny Lane,United Kingdom
瑞士诗篇,Swiss Psalm,Switzerland
索馬里，起來,Soomaaliyeey toosoo,Somalia
哈萨克苏维埃社会主义共和国国歌,Anthem of the Kazakh Soviet Socialist Republic,Kazakhstan
图瓦卢为了上帝,Tuvalu mo te Atua,Tuvalu
愛國歌,Aegukka,North Korea
聖文森的土地如此美麗,Saint Vincent Land so Beautiful,Saint Vincent and the Grenadines
保佑神圣的土地,Qaumi Taranah,Pakistan
自由,Tavisupleba,Georgia
金色的孟加拉,Amar Shonar Bangla,Bangladesh
我们美丽的祖国,Lijepa naša domovino,Croatia
人民的意志,Jana Gana Mana,India
上帝保祐拉脫維亞,"Dievs, svētī Latviju!",Latvia
乍得人民,La Tchadienne,Chad
前进吧，新加坡,Majulah Singapura,Singapore
尼日尔之歌,La Nigérienne,Niger
愛國歌,Aegukga,South Korea
义勇军进行曲,March of the Volunteers,People's Republic of China
自由,Liberté,Guinea
意大利人之歌,Il Canto degli Italiani,Italy
皇家進行曲,Marcha Real,Spain
刚果人,La Congolaise,Republic of the Congo
王國,Nokor Reach,Cambodia
敬酒詩,Zdravljica,Slovenia
嘿，斯拉夫人！,"Hey, Slavs",Serbia and Montenegro
嘿，斯拉夫人！,"Hey, Slavs",Socialist Federal Republic of Yugoslavia
戰士之歌,Amhrán na bhFiann,Ireland
我们白俄罗斯人,My Belarusy,Belarus
前进的澳大利亚,Advance Australia Fair,Australia
我们的国家,Maamme,Finland
自由颂,Hymn to Liberty,Greece
嘿，斯拉夫人！,"Hey, Slavs",Slovak Republic (1939-1945)
巴拉圭人，无共和毋宁死,national anthem of Paraguay,Paraguay
有一處好地方,Der er et yndigt land,Denmark
旗之赞歌,Himni i Flamurit,Albania
津巴布韦国歌,National Anthem of Zimbabwe,Zimbabwe
嘿，斯拉夫人！,"Hey, Slavs",Federal Republic of Yugoslavia
伟大的印度尼西亚,Indonesia Raya,Indonesia
威廉颂,Wilhelmus,Netherlands
匈牙利國歌,Himnusz,Hungary
摩洛哥颂,Cherifian Anthem,Morocco
霍斯特·威塞尔之歌,The Horst Wessel Song,Nazi Germany
教皇进行曲,Inno e Marcia Pontificale,Vatican City
醒来吧，罗马尼亚人,"Deșteaptă-te, române!",Romania
尼泊尔國歌,Sayaun Thunga Phool Ka,Nepal
扬起罗德西亚的声音,"Rise, O Voices of Rhodesia",Rhodesia
塞舌尔人，团结起来,Koste Seselwa,Seychelles
阿富汗国歌,Afghan National Anthem,Afghanistan
祖国的卫士,Humat Al Hima,Tunisia
譚林,Tam Lin,United Kingdom
爱国歌 (俄罗斯),Patrioticheskaya Pesnya,Russian Soviet Federative Socialist Republic
爱国歌 (俄罗斯),Patrioticheskaya Pesnya,Russia
亲爱的根西,Sarnia Cherie,Guernsey
Heores,Heroes,Sweden
一夜,Une Seule Nuit,Burkina Faso
在我的國家出現了問題,In My Country There Is Problem,United States of America
哦，美丽之地,O Land of Beauty!,Saint Kitts and Nevis
工人馬賽曲,Worker's Marseillaise,Russian Soviet Federative Socialist Republic
工人馬賽曲,Worker's Marseillaise,Russian Republic
约旦国王万岁,The Royal Anthem of Jordan,Jordan
馬博羅公爵,Duke of Marlborough,United Kingdom
何處是我家？,Kde domov můj?,Czech Republic
我的共和国,Moja Republika,Bosnia and Herzegovina
拉脱维亚苏维埃社会主义共和国国歌,Anthem of the Latvian Soviet Socialist Republic,Latvian Soviet Socialist Republic
光榮的四月十七日,Dap Prampi Mesa Chokchey,Democratic Kampuchea
德涅斯特河沿岸共和国国歌,Anthem of Transnistria,Transnistria
复兴歌,La Renaissance,Central African Republic
為岡比亞我們的家園,For The Gambia Our Homeland,Gambia
塔吉克苏维埃社会主义共和国国歌,Anthem of the Tajik Soviet Socialist Republic,Tajikistan
神圣的战争,The Sacred War,Soviet Union
卡累利阿－芬兰苏维埃社会主义共和国国歌,Anthem of the Karelo-Finnish Soviet Socialist Republic,Karelo-Finnish Soviet Socialist Republic
甜瓜汁,Melon Juice,Japan
塔吉克苏维埃社会主义共和国国歌,Anthem of the Tajik Soviet Socialist Republic,Tajik Soviet Socialist Republic
俄罗斯人的祈祷,The Prayer of Russians,Russian Empire
天佑沙皇,God Save the Tsar!,Russian Empire
泽西岛国歌,Ma Normandie,United Kingdom
波兰没有灭亡,Mazurek Dąbrowskiego,Poland
新的黎明,L'Aube Nouvelle,Benin
越南共和國國歌,Thanh Niên Hành Khúc,South Vietnam
精灵骑士,The Elfin Knight,United Kingdom
